Timestamp,Status,Confidence
2026-06-20 16:52:44,Fire,58.62
2026-06-20 16:53:12,Fire,52.42
2026-06-20 16:54:17,Fire,63.84
2026-06-20 16:56:35,Fire,57.54
2026-06-20 16:56:37,Fire,51.15
2026-06-20 16:57:00,Fire,57.65
2026-06-20 16:57:11,Fire,63.43
2026-06-20 16:57:34,Fire,75.82
